KEY,FREQ,REF_AREA,ADJUSTMENT,BS_REP_SECTOR,BS_ITEM,MATURITY_ORIG,DATA_TYPE,COUNT_AREA,BS_COUNT_SECTOR,CURRENCY_TRANS,BS_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-02,-7.727271953145786,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-03,-6.799815504413531,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-04,-5.80532789650392,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-05,-4.994699048343032,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-06,-3.5589821104035413,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-07,-3.1112103251898837,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-08,-2.0723118827818188,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-09,-1.1112964310690643,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-10,0.18954719271022658,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-11,1.3907075218342557,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2024-12,1.920951521084513,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-01,2.639130017716562,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-02,3.3904531646955505,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-03,3.9978690004806916,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-04,4.69191069747521,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-05,4.987828599045185,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-06,4.816851181878334,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-07,5.063248365198447,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-08,5.034680355073995,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-09,4.997103325728158,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-10,5.246240680890901,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-11,4.675322979591701,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2025-12,4.807676413611062,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2026-01,5.044721412846864,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2026-02,4.61596922747991,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2026-03,4.721640297636243,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2026-04,3.9110300898618666,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2026-05,3.7101821330899565,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2026-06,3.4655328619042747,A,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
BSI.M.U2.Y.V.M10.X.I.U2.2300.Z01.A,M,U2,Y,V,M10,X,I,U2,2300,Z01,A,2026-07,3.148753776826707,P,F,,,P1M,,E,,,,,,,,,1,,,"Monetary aggregate M1, Annual growth rate","Euro area (changing composition), Index of Notional Stocks, MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M1, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, Annual growth rate, data Working day and seasonally adjusted",PCCH,0
